Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,year,month,Day,flight_time,Duration(sec)
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 22 May,5h 35m,1,In-flight meal not included,12898,2019,5,21,evening,20100
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1,No info,13067,2019,5,21,morning,45000
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00 22 May,25h,1,No info,14151,2019,5,21,afternoon,90000
Air India,21/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,07:55 22 May,19h 55m,2,No info,10676,2019,5,21,afternoon,71700
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 22 May,24h 45m,1,In-flight meal not included,12898,2019,5,21,evening,89100
SpiceJet,21/05/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,0,No check-in baggage included,3543,2019,5,21,morning,8100
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1,No info,9794,2019,5,21,morning,41400
IndiGo,21/05/2019,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1,No info,5636,2019,5,21,morning,18900
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 22 May,24h 40m,1,No info,14151,2019,5,21,evening,88800
GoAir,21/05/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,0,No info,5048,2019,5,21,morning,10500
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 22 May,6h 35m,1,In-flight meal not included,12898,2019,5,21,evening,23700
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1,No info,14781,2019,5,21,morning,35400
Air Asia,21/05/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,0,No info,4107,2019,5,21,evening,9000
Air India,21/05/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,0,No info,3100,2019,5,21,evening,4500
Air India,21/05/2019,Delhi,Cochin,DEL → COK,14:05,17:55,3h 50m,0,No info,6094,2019,5,21,afternoon,13800
Jet Airways,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 22 May,8h 55m,2,In-flight meal not included,13029,2019,5,21,evening,32100
SpiceJet,21/05/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,0,No check-in baggage included,3543,2019,5,21,morning,8100
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1,No info,13067,2019,5,21,morning,34500
Air India,21/05/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,0,No info,3100,2019,5,21,evening,4800
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1,No info,14781,2019,5,21,afternoon,20700
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1,No info,14151,2019,5,21,morning,41400
Air India,21/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30 22 May,30h 30m,2,No info,10151,2019,5,21,afternoon,109800
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → HYD → COK,09:45,18:10,8h 25m,1,No info,9646,2019,5,21,morning,30300
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1,No info,14848,2019,5,21,afternoon,22500
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,18:00,01:30 22 May,7h 30m,1,No info,7888,2019,5,21,evening,27000
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 22 May,7h 30m,1,No info,13941,2019,5,21,evening,27000
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 22 May,13h 20m,1,In-flight meal not included,12384,2019,5,21,evening,48000
IndiGo,21/05/2019,Delhi,Cochin,DEL → HYD → COK,08:35,18:10,9h 35m,1,No info,6442,2019,5,21,morning,34500
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1,No info,14781,2019,5,21,afternoon,30600
IndiGo,21/05/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,0,No info,5601,2019,5,21,afternoon,11700
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1,No info,16079,2019,5,21,morning,32400
Air India,21/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2,No info,12303,2019,5,21,mid_night,52500
Air India,21/05/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,0,No info,5510,2019,5,21,afternoon,9000
SpiceJet,21/05/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 22 May,2h 55m,0,No check-in baggage included,3573,2019,5,21,evening,10500
Air India,21/05/2019,Banglore,Delhi,BLR → DEL,05:45,08:45,3h,0,No info,6961,2019,5,21,mid_night,10800
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1,In-flight meal not included,9663,2019,5,21,morning,19800
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1,In-flight meal not included,10844,2019,5,21,afternoon,30600
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 22 May,20h 10m,1,No info,16079,2019,5,21,evening,72600
IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 22 May,16h 15m,1,No info,7318,2019,5,21,morning,58500
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 22 May,27h 35m,1,In-flight meal not included,12898,2019,5,21,morning,99300
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1,No info,16376,2019,5,21,mid_night,37200
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 22 May,6h 35m,1,No info,16079,2019,5,21,evening,23700
IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1,No info,7255,2019,5,21,afternoon,18000
IndiGo,21/05/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,0,No info,2227,2019,5,21,evening,5400
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 22 May,13h 20m,1,In-flight meal not included,10844,2019,5,21,evening,48000
Jet Airways,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2,No info,15129,2019,5,21,mid_night,48600
IndiGo,21/05/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 22 May,2h 35m,0,No info,4804,2019,5,21,evening,9300
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 22 May,22h 35m,1,In-flight meal not included,12898,2019,5,21,afternoon,81300
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1,No info,14781,2019,5,21,morning,28500
Air India,21/05/2019,Banglore,Delhi,BLR → DEL,17:00,19:50,2h 50m,0,No info,6961,2019,5,21,afternoon,10200
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,12:35,7h 40m,1,No info,9103,2019,5,21,mid_night,27600
Air India,21/05/2019,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,08:55 22 May,18h 25m,2,No info,15107,2019,5,21,afternoon,66300
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 22 May,24h 55m,1,In-flight meal not included,10844,2019,5,21,evening,89700
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1,In-flight meal not included,12898,2019,5,21,morning,19800
Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,No info,7229,2019,5,21,evening,10800
Air India,21/05/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,07:40 22 May,18h 20m,2,No info,13538,2019,5,21,afternoon,66000
Air India,21/05/2019,Kolkata,Banglore,CCU → JAI → DEL → BLR,08:20,23:15,14h 55m,2,No info,13164,2019,5,21,morning,53700
IndiGo,21/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,0,No info,4049,2019,6,21,evening,5400
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,In-flight meal not included,7754,2019,6,21,afternoon,10800
Air India,21/06/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,0,No info,3100,2019,6,21,morning,4800
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,0,In-flight meal not included,7229,2019,6,21,afternoon,10500
Air India,21/06/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,0,No info,3100,2019,6,21,evening,4800
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,0,In-flight meal not included,3210,2019,6,21,evening,5400
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,No info,8541,2019,6,21,afternoon,10800
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 22 Jun,2h 50m,0,No info,3943,2019,6,21,evening,10200
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,0,No info,3943,2019,6,21,morning,9900
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,0,No info,3943,2019,6,21,mid_night,10200
IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,0,No info,4804,2019,6,21,evening,9300
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,0,No info,8016,2019,6,21,afternoon,10500
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,0,In-flight meal not included,4995,2019,6,21,mid_night,5100
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 22 Jun,2h 50m,0,No info,4077,2019,6,21,evening,10200
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,0,No info,8541,2019,6,21,evening,11100
IndiGo,21/06/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,0,No info,3540,2019,6,21,mid_night,8700
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,0,In-flight meal not included,4995,2019,6,21,morning,5400
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,0,No info,8016,2019,6,21,morning,10500
SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,0,No info,3873,2019,6,21,morning,8700
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,0,No info,4823,2019,6,21,morning,10200
IndiGo,21/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,0,No info,3597,2019,6,21,afternoon,8400
SpiceJet,21/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,0,No check-in baggage included,2647,2019,6,21,mid_night,5400
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,In-flight meal not included,5769,2019,6,21,morning,10800
Air India,21/06/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,0,No info,5201,2019,6,21,afternoon,10800
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,In-flight meal not included,7754,2019,6,21,evening,10800
IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,0,No info,4804,2019,6,21,afternoon,9000
IndiGo,21/06/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,0,No info,2754,2019,6,21,mid_night,5400
Air Asia,21/06/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 22 Jun,2h 50m,0,No info,3383,2019,6,21,evening,10200
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,No info,8541,2019,6,21,evening,10800
IndiGo,21/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,0,No info,3597,2019,6,21,afternoon,8400
Air India,21/06/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,0,No info,6961,2019,6,21,morning,9900
Air India,21/06/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,0,No info,5201,2019,6,21,mid_night,10200
Jet Airways,21/06/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,0,No info,9564,2019,6,21,morning,11700
IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,0,No info,5224,2019,6,21,afternoon,9000
SpiceJet,21/06/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,0,No info,3625,2019,6,21,morning,10200
Air India,21/06/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,0,No info,5411,2019,6,21,evening,11100
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,0,No info,8016,2019,6,21,morning,9900
IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,0,No info,4804,2019,6,21,morning,9300
Air India,21/06/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,0,No info,3100,2019,6,21,afternoon,5400
Air Asia,21/06/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,0,No info,4282,2019,6,21,mid_night,10200
Air India,21/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,0,No info,5228,2019,6,21,evening,10200
IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,0,No info,4804,2019,6,21,mid_night,9300
Air Asia,21/06/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 22 Jun,2h 30m,0,No info,3807,2019,6,21,evening,9000
SpiceJet,21/06/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,0,No check-in baggage included,3543,2019,6,21,morning,8100
IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 22 Jun,2h 35m,0,No info,4804,2019,6,21,evening,9300
Air Asia,21/06/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,0,No info,3807,2019,6,21,morning,9300
IndiGo,21/06/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,0,No info,5755,2019,6,21,morning,5400
SpiceJet,21/06/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,0,No check-in baggage included,1965,2019,6,21,afternoon,5400
Jet Airways,21/06/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,0,In-flight meal not included,4256,2019,6,21,morning,11700
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 22 Jun,3h,0,No info,3943,2019,6,21,evening,10800
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,0,No info,8040,2019,6,21,morning,5400
Vistara,21/06/2019,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,0,No info,6216,2019,6,21,afternoon,11400
Air Asia,21/06/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,0,No info,4107,2019,6,21,evening,9000
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,0,No info,5780,2019,6,21,evening,9900
SpiceJet,21/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,No info,3597,2019,6,21,afternoon,8400
SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,No info,3873,2019,6,21,afternoon,9000
Vistara,21/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,No info,11982,2019,6,21,afternoon,8400
IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,0,No info,4804,2019,6,21,afternoon,9300
GoAir,21/06/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,0,No info,3398,2019,6,21,morning,10200
SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,No check-in baggage included,3841,2019,6,21,morning,9300
Air India,21/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,0,No info,7171,2019,6,21,afternoon,9900
IndiGo,21/06/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,0,No info,5000,2019,6,21,afternoon,11700
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,In-flight meal not included,5769,2019,6,21,morning,10800
SpiceJet,21/06/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,0,No check-in baggage included,3919,2019,6,21,mid_night,9600
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,18:15,21:20,3h 5m,0,No info,4990,2019,6,21,evening,11100
IndiGo,21/06/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 22 Jun,2h 20m,0,No info,5277,2019,6,21,evening,8400
Air India,21/06/2019,Mumbai,Hyderabad,BOM → HYD,15:00,16:25,1h 25m,0,No info,3100,2019,6,21,afternoon,5100
SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 22 Jun,2h 20m,0,No info,3873,2019,6,21,evening,8400
SpiceJet,21/06/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,0,No info,3971,2019,6,21,mid_night,9600
Vistara,21/06/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,0,No info,3687,2019,6,21,morning,8100
Vistara,21/06/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,0,No info,5613,2019,6,21,evening,10200
IndiGo,21/06/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,0,No info,3858,2019,6,21,morning,8700
IndiGo,21/06/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,0,No info,4392,2019,6,21,afternoon,5400
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,0,No info,5678,2019,6,21,evening,5400
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,00:25,03:15,2h 50m,0,No info,3419,2019,6,21,mid_night,10200
Air India,21/06/2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,0,No info,6961,2019,6,21,morning,9900
Vistara,21/06/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,0,No info,6216,2019,6,21,morning,11400
SpiceJet,21/06/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 22 Jun,2h 55m,0,No check-in baggage included,3919,2019,6,21,evening,10500
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,0,No info,4990,2019,6,21,afternoon,10800
SpiceJet,21/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,0,No info,2753,2019,6,21,mid_night,5400
IndiGo,21/06/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,0,No info,2227,2019,6,21,evening,5400
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,0,No info,4823,2019,6,21,morning,10500
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,0,In-flight meal not included,4995,2019,6,21,morning,5100
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,0,In-flight meal not included,7754,2019,6,21,evening,11100
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,0,No info,3943,2019,6,21,afternoon,10200
SpiceJet,21/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,No check-in baggage included,3543,2019,6,21,afternoon,8400
SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,No check-in baggage included,3841,2019,6,21,afternoon,9000
IndiGo,21/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,0,No info,5000,2019,6,21,mid_night,11700
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,0,In-flight meal not included,4995,2019,6,21,morning,5400
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,0,No info,8040,2019,6,21,morning,5100
SpiceJet,21/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,0,No check-in baggage included,3543,2019,6,21,morning,8100
IndiGo,21/06/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,0,No info,4049,2019,6,21,morning,5400
GoAir,21/06/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,0,No info,3898,2019,6,21,evening,9900
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,0,In-flight meal not included,5769,2019,6,21,morning,10500
IndiGo,21/06/2019,Delhi,Cochin,DEL → COK,21:05,00:20 22 Jun,3h 15m,0,No info,5406,2019,6,21,evening,11700
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,0,No info,4823,2019,6,21,evening,10200
SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,0,No check-in baggage included,3841,2019,6,21,morning,8700
Air Asia,21/06/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,0,No info,3383,2019,6,21,morning,9900
IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 22 Jun,2h 40m,0,No info,4804,2019,6,21,evening,9600
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,No info,8016,2019,6,21,morning,10800
SpiceJet,21/06/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 22 Jun,1h 30m,0,No info,2017,2019,6,21,evening,5400
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,0,No info,8040,2019,6,21,morning,5400
SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 22 Jun,2h 20m,0,No check-in baggage included,3841,2019,6,21,evening,8400
Air India,21/06/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,0,No info,6961,2019,6,21,afternoon,10200
SpiceJet,21/06/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,0,No info,3597,2019,6,21,morning,8100
Air India,21/06/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,0,No info,5510,2019,6,21,afternoon,9000
SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,No info,3873,2019,6,21,morning,9300
Air India,21/06/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,0,No info,4667,2019,6,21,morning,8100
IndiGo,21/06/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,0,No info,3597,2019,6,21,evening,8400
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,06:10,08:55,2h 45m,0,No info,4441,2019,3,24,morning,9900
GoAir,24/03/2019,Banglore,New Delhi,BLR → DEL,11:40,14:35,2h 55m,0,No info,4340,2019,3,24,morning,10500
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:45 25 Mar,22h 15m,1,In-flight meal not included,10031,2019,3,24,morning,80100
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,23:25 25 Mar,26h 15m,1,In-flight meal not included,10031,2019,3,24,evening,94500
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,0,No info,7303,2019,3,24,afternoon,10200
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,22:55,5h 55m,1,No info,14360,2019,3,24,afternoon,21300
IndiGo,24/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,0,No info,4752,2019,3,24,afternoon,8100
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:10 25 Mar,23h 15m,1,In-flight meal not included,11134,2019,3,24,evening,83700
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,20:40 25 Mar,24h 55m,1,No info,13759,2019,3,24,evening,89700
Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35 25 Mar,20h 10m,2,No info,12352,2019,3,24,morning,72600
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,22:35,16h 5m,1,In-flight meal not included,8824,2019,3,24,morning,57900
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,23:25,9h 30m,1,In-flight meal not included,11134,2019,3,24,afternoon,34200
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,22:35 25 Mar,26h 50m,1,In-flight meal not included,10031,2019,3,24,evening,96600
Air India,24/03/2019,Kolkata,Banglore,CCU → BBI → IXR → DEL → BLR,12:00,23:15 25 Mar,35h 15m,3,No info,14221,2019,3,24,afternoon,126900
Jet Airways,24/03/2019,Banglore,New Delhi,BLR → DEL,19:55,22:35,2h 40m,0,No info,8016,2019,3,24,evening,9600
SpiceJet,24/03/2019,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1h 20m,0,No info,2753,2019,3,24,afternoon,4800
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,05:45,08:35,2h 50m,0,No info,3579,2019,3,24,mid_night,10200
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,13:00,15:50,2h 50m,0,No info,8033,2019,3,24,afternoon,10200
IndiGo,24/03/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,0,No info,7295,2019,3,24,evening,8400
Air Asia,24/03/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,0,No info,5620,2019,3,24,morning,9300
GoAir,24/03/2019,Banglore,New Delhi,BLR → DEL,07:45,10:40,2h 55m,0,No info,4239,2019,3,24,morning,10500
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:10,11h 40m,1,In-flight meal not included,10031,2019,3,24,morning,42000
Air India,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,12:30 25 Mar,16h,1,No info,12173,2019,3,24,evening,57600
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:55,15h 45m,1,No info,12732,2019,3,24,morning,56700
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,19:40 25 Mar,26h 45m,1,In-flight meal not included,11134,2019,3,24,afternoon,96300
Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1h 30m,0,No info,5678,2019,3,24,afternoon,5400
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,22:35 25 Mar,26h 50m,1,No info,13759,2019,3,24,evening,96600
Air Asia,24/03/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:25,22:55,7h 30m,2,No info,11245,2019,3,24,afternoon,27000
IndiGo,24/03/2019,Kolkata,Banglore,CCU → IXA → BLR,14:30,20:10,5h 40m,1,No info,9413,2019,3,24,afternoon,20400
